2022-10-15,18:45:51.041508,Server-1,CPU,Usage:,97.67936827844481%,Ram,Usage:,1.9219398988962042GB
2022-10-15,18:45:50.041514,Server-1,CPU,Usage:,97.14965070373393%,Ram,Usage:,2.0757472337405027GB
2022-10-15,18:45:49.041518,Server-1,CPU,Usage:,94.62873249968388%,Ram,Usage:,2.16698896828475GB
2022-10-15,18:45:48.041522,Server-1,CPU,Usage:,97.94128825979443%,Ram,Usage:,2.2061004145343177GB
2022-10-15,18:45:47.041526,Server-1,CPU,Usage:,99.06364859669769%,Ram,Usage:,2.319938109386456GB
2022-10-15,18:45:46.041530,Server-1,CPU,Usage:,98.13750922036586%,Ram,Usage:,1.8826512297718652GB
2022-10-15,18:45:45.041534,Server-1,CPU,Usage:,97.48425793528764%,Ram,Usage:,1.4524717282929551GB
2022-10-15,18:45:44.041537,Server-1,CPU,Usage:,87.98051996020064%,Ram,Usage:,1.4522398531209983GB
2022-10-15,18:45:43.041541,Server-1,CPU,Usage:,93.7950036419318%,Ram,Usage:,1.461392570507476GB
2022-10-15,18:45:42.041545,Server-1,CPU,Usage:,96.35439750046595%,Ram,Usage:,1.5901799792529876GB
2022-10-15,18:45:41.041549,Server-1,CPU,Usage:,98.91577046256035%,Ram,Usage:,1.795601887503305GB
2022-10-15,18:45:40.041553,Server-1,CPU,Usage:,90.33173659967066%,Ram,Usage:,1.3109622881476817GB
2022-10-15,18:45:39.041556,Server-1,CPU,Usage:,81.61182239645687%,Ram,Usage:,1.3538954808962993GB
2022-10-15,18:45:38.041560,Server-1,CPU,Usage:,73.27103626105475%,Ram,Usage:,0.9623168721135968GB
2022-10-15,18:45:37.041565,Server-1,CPU,Usage:,71.29215206617114%,Ram,Usage:,0.4899558989627084GB
2022-10-15,18:45:36.041568,Server-1,CPU,Usage:,78.72655327817121%,Ram,Usage:,0.3632245284677151GB
2022-10-15,18:45:35.041572,Server-1,CPU,Usage:,81.33236095899557%,Ram,Usage:,0.794371420366759GB
2022-10-15,18:45:34.041576,Server-1,CPU,Usage:,85.73824977442962%,Ram,Usage:,0.4185265286184289GB
2022-10-15,18:45:33.041580,Server-1,CPU,Usage:,91.98369044679166%,Ram,Usage:,0.13825562774026717GB
2022-10-15,18:45:32.041584,Server-1,CPU,Usage:,87.6186125681882%,Ram,Usage:,0.32899255065669203GB
2022-10-15,18:45:31.041587,Server-1,CPU,Usage:,82.02218195319467%,Ram,Usage:,0.39439467057441474GB
2022-10-15,18:45:30.041591,Server-1,CPU,Usage:,74.80687150933147%,Ram,Usage:,0.31284307706396053GB
2022-10-15,18:45:29.041595,Server-1,CPU,Usage:,80.04207827473739%,Ram,Usage:,0.5111753602956454GB
2022-10-15,18:45:28.041598,Server-1,CPU,Usage:,73.97745195832371%,Ram,Usage:,0.8042519309061827GB
2022-10-15,18:45:27.041602,Server-1,CPU,Usage:,75.4696033932155%,Ram,Usage:,0.6945583673887652GB
2022-10-15,18:45:26.041606,Server-1,CPU,Usage:,71.1063667051519%,Ram,Usage:,0.2585209697250077GB
2022-10-15,18:45:25.041609,Server-1,CPU,Usage:,69.15686064070826%,Ram,Usage:,0.6328739856855228GB
2022-10-15,18:45:24.041613,Server-1,CPU,Usage:,65.34376675736878%,Ram,Usage:,0.22744436782806843GB
2022-10-15,18:45:23.041616,Server-1,CPU,Usage:,66.96236156219014%,Ram,Usage:,0.4136059560381747GB
2022-10-15,18:45:22.041620,Server-1,CPU,Usage:,73.75602231499872%,Ram,Usage:,0.64298824161095GB
2022-10-15,18:45:21.041623,Server-1,CPU,Usage:,77.00403682343116%,Ram,Usage:,0.777566747994508GB
2022-10-15,18:45:20.041627,Server-1,CPU,Usage:,76.34641173342209%,Ram,Usage:,0.8542861486090929GB
2022-10-15,18:45:19.041630,Server-1,CPU,Usage:,77.26364944758744%,Ram,Usage:,0.8053301081025287GB
2022-10-15,18:45:18.041634,Server-1,CPU,Usage:,81.27293526356213%,Ram,Usage:,0.7147418529778847GB
2022-10-15,18:45:17.041638,Server-1,CPU,Usage:,79.22690698812288%,Ram,Usage:,1.1277759306532134GB
2022-10-15,18:45:16.041642,Server-1,CPU,Usage:,82.38595229235987%,Ram,Usage:,1.5786752440673333GB
2022-10-15,18:45:15.041646,Server-1,CPU,Usage:,87.23784764840751%,Ram,Usage:,1.5296802206062492GB
2022-10-15,18:45:14.041649,Server-1,CPU,Usage:,94.26078682201535%,Ram,Usage:,1.612153563089364GB
2022-10-15,18:45:13.041653,Server-1,CPU,Usage:,94.63137622165182%,Ram,Usage:,1.9723563479574202GB
2022-10-15,18:45:12.041656,Server-1,CPU,Usage:,97.90558313139957%,Ram,Usage:,2.0660276991125404GB
2022-10-15,18:45:11.041660,Server-1,CPU,Usage:,99.16152292896409%,Ram,Usage:,1.8591148460623295GB
2022-10-15,18:45:10.041664,Server-1,CPU,Usage:,96.74622780243615%,Ram,Usage:,1.3724607470140093GB
2022-10-15,18:45:09.041667,Server-1,CPU,Usage:,87.11427088312357%,Ram,Usage:,1.3826143308376777GB
2022-10-15,18:45:08.041671,Server-1,CPU,Usage:,96.13292569802113%,Ram,Usage:,0.9333229214781199GB
2022-10-15,18:45:07.041674,Server-1,CPU,Usage:,98.40601082685315%,Ram,Usage:,1.304454476958281GB
2022-10-15,18:45:06.041678,Server-1,CPU,Usage:,94.19564615372475%,Ram,Usage:,1.0442762849631078GB
2022-10-15,18:45:05.041681,Server-1,CPU,Usage:,91.77078288590702%,Ram,Usage:,0.7233831009656297GB
2022-10-15,18:45:04.041685,Server-1,CPU,Usage:,97.69723916720532%,Ram,Usage:,0.4794675081017804GB
2022-10-15,18:45:03.041688,Server-1,CPU,Usage:,93.58558331408788%,Ram,Usage:,0.5394161756292077GB
2022-10-15,18:45:02.041693,Server-1,CPU,Usage:,93.48085640521907%,Ram,Usage:,0.1812562677603945GB
2022-10-15,18:45:01.041696,Server-1,CPU,Usage:,93.14396211336526%,Ram,Usage:,0.3591645524732436GB
2022-10-15,18:45:00.041700,Server-1,CPU,Usage:,83.39318388197798%,Ram,Usage:,0.5605255415020564GB
2022-10-15,18:44:59.041704,Server-1,CPU,Usage:,86.3016491695456%,Ram,Usage:,1.033040832685974GB
2022-10-15,18:44:58.041708,Server-1,CPU,Usage:,87.02478127291299%,Ram,Usage:,1.1622573169421662GB
2022-10-15,18:44:57.041711,Server-1,CPU,Usage:,77.65487714844573%,Ram,Usage:,1.6193763548829856GB
2022-10-15,18:44:56.041715,Server-1,CPU,Usage:,69.48368201418299%,Ram,Usage:,1.533153907788256GB
2022-10-15,18:44:55.041718,Server-1,CPU,Usage:,75.06730415212927%,Ram,Usage:,1.7914947975238094GB
2022-10-15,18:44:54.041722,Server-1,CPU,Usage:,82.09662170018882%,Ram,Usage:,1.728205815240584GB
2022-10-15,18:44:53.041726,Server-1,CPU,Usage:,86.76880110340493%,Ram,Usage:,1.590060701667909GB
2022-10-15,18:44:52.041730,Server-1,CPU,Usage:,79.63345301864452%,Ram,Usage:,1.768635737187966GB
2022-10-15,18:44:51.041733,Server-1,CPU,Usage:,74.20273291157233%,Ram,Usage:,1.9238076465987852GB
2022-10-15,18:44:50.041737,Server-1,CPU,Usage:,65.68952522711847%,Ram,Usage:,2.0240139809023585GB
2022-10-15,18:44:49.041741,Server-1,CPU,Usage:,65.37439708495145%,Ram,Usage:,1.7475657952980896GB
2022-10-15,18:44:48.041744,Server-1,CPU,Usage:,66.68045083328407%,Ram,Usage:,1.5089666090527007GB
2022-10-15,18:44:47.041748,Server-1,CPU,Usage:,63.985385107014295%,Ram,Usage:,1.2815510234744358GB
2022-10-15,18:44:46.041751,Server-1,CPU,Usage:,59.91561598752617%,Ram,Usage:,1.3681254604595785GB
2022-10-15,18:44:45.041755,Server-1,CPU,Usage:,53.58917169675524%,Ram,Usage:,1.5511214997291605GB
2022-10-15,18:44:44.041758,Server-1,CPU,Usage:,45.85185867986277%,Ram,Usage:,1.9183710572196835GB
2022-10-15,18:44:43.041762,Server-1,CPU,Usage:,37.34232249406166%,Ram,Usage:,2.0154341817991477GB
2022-10-15,18:44:42.041766,Server-1,CPU,Usage:,37.07263050394759%,Ram,Usage:,1.8564601102113776GB
2022-10-15,18:44:41.041769,Server-1,CPU,Usage:,40.30872912796339%,Ram,Usage:,2.291987883767034GB
2022-10-15,18:44:40.041773,Server-1,CPU,Usage:,37.130123749095766%,Ram,Usage:,2.3512714576834632GB
2022-10-15,18:44:39.041776,Server-1,CPU,Usage:,37.70249160769286%,Ram,Usage:,2.7200731317758304GB
2022-10-15,18:44:38.041780,Server-1,CPU,Usage:,33.918223289233445%,Ram,Usage:,2.931796031786511GB
2022-10-15,18:44:37.041787,Server-1,CPU,Usage:,41.44218811886358%,Ram,Usage:,2.5881281071249935GB
2022-10-15,18:44:36.041791,Server-1,CPU,Usage:,47.28172882632516%,Ram,Usage:,2.4025348444526093GB
2022-10-15,18:44:35.041795,Server-1,CPU,Usage:,48.616505908087326%,Ram,Usage:,2.185319240096211GB
2022-10-15,18:44:34.041798,Server-1,CPU,Usage:,43.436622261249326%,Ram,Usage:,2.541787126566346GB
2022-10-15,18:44:33.041802,Server-1,CPU,Usage:,50.532984092731425%,Ram,Usage:,2.4633013532515626GB
2022-10-15,18:44:32.041805,Server-1,CPU,Usage:,60.15764817138279%,Ram,Usage:,2.4697782357185325GB
2022-10-15,18:44:31.041809,Server-1,CPU,Usage:,60.6987418122372%,Ram,Usage:,2.8163224314157542GB
2022-10-15,18:44:30.041812,Server-1,CPU,Usage:,70.06896273285197%,Ram,Usage:,2.395402940123787GB
2022-10-15,18:44:29.041816,Server-1,CPU,Usage:,61.999612093328544%,Ram,Usage:,2.6673793657537823GB
